Wall time,Step,Value
1741786446.1861694,5,1.0
1741786970.2556198,6,1.0
1741787038.1106322,10,1.0
1741787562.5804667,11,1.0
1741787598.3117242,13,0.9993000030517578
1741787615.9505532,14,1.0774999856948853
1741787633.8376877,15,1.2400000095367432
1741788180.6436062,17,1.4524999856948853
1741788198.3003147,18,1.5151000022888184
1741788216.0611322,19,1.5434999465942383
1741788234.3036435,20,1.5285999774932861
1741788823.3168914,24,1.4703999757766724
1741790021.6743026,33,1.3472000360488892
1741790040.1944923,34,1.330399990081787
1741790597.7500052,36,1.3082000017166138
1741790651.226663,39,1.3141000270843506
1741790670.011618,40,1.301900029182434
1741791225.760058,42,1.2767000198364258
1741791261.8408144,44,1.2697999477386475
1741791280.3601289,45,1.2797000408172607
1741791841.0689144,47,1.270400047302246
1741791877.6270945,49,1.2575000524520874
1741791895.6832817,50,1.257200002670288
1741792475.5233784,53,1.2462999820709229
1741792493.357836,54,1.253600001335144
1741792511.2196589,55,1.2430000305175781
1741793053.7580042,56,1.2330000400543213
1741793072.212969,57,1.2056000232696533
1741793126.3875425,60,1.2180999517440796
1741793668.1129196,61,1.228700041770935
1741793704.053031,63,1.2187999486923218
1741793740.4396577,65,1.19760000705719
1741794282.1198852,66,1.207200050354004
1741794300.435897,67,1.1927000284194946
1741794319.754967,68,1.1770999431610107
1741794895.7223978,71,1.1516000032424927
1741794914.2770224,72,1.1505999565124512
1741794932.8595948,73,1.1505999565124512
1741794950.391118,74,1.144700050354004
1741795509.4677951,76,1.1344000101089478
1741795563.6151845,79,1.0923999547958374
1741796175.6933124,84,1.087399959564209
1741796193.9462495,85,1.0860999822616577
1741796733.6853113,86,1.0846999883651733
1741796751.176415,87,1.0801000595092773
1741796769.692675,88,1.0506000518798828
1741796788.0336437,89,1.04830002784729
1741797402.724473,94,1.0463000535964966
1741798590.3154619,102,1.0270999670028687
1741798644.6314929,105,1.0182000398635864
1741799183.6983771,106,1.028499960899353
1741799834.1267548,113,1.010599970817566
1741800410.1383789,116,1.0019999742507935
1741800447.5153024,118,0.9861000180244446
1741800466.0165462,119,0.9937000274658203
1741800484.5886335,120,0.9804999828338623
1741801080.2295268,124,0.9639000296592712
1741801098.7270153,125,0.9828000068664551
1741801638.5973008,126,0.9585999846458435
1741801693.2314012,129,0.9656000137329102
1741801712.434511,130,0.9520000219345093
1741802289.939821,133,0.9675999879837036
1741802883.6270666,137,0.9523000121116638
1741802920.6116889,139,0.9549999833106995
1741803477.7531621,141,0.953000009059906
1741803496.8170238,142,0.9453999996185303
1741803514.9462554,143,0.9348000288009644
1741803533.2451105,144,0.9355000257492065
1741804128.7349982,148,0.9186000227928162
1741804166.4664419,150,0.9297999739646912
1741804742.7059975,153,0.9020000100135803
1741804761.3700674,154,0.9100000262260437
1741804781.0258825,155,0.9089999794960022
1741805335.963903,157,0.9165999889373779
1741805354.633474,158,0.9139000177383423
1741805372.8337014,159,0.90829998254776
1741805936.3548956,162,0.9042999744415283
1741805974.683794,164,0.9006999731063843
1741805993.019159,165,0.8970999717712402
1741806544.954113,167,0.8980000019073486
1741806564.3587604,168,0.9032999873161316
1741807133.1830623,171,0.8894000053405762
1741807741.884068,176,0.8698999881744385
1741807761.665829,177,0.8615999817848206
1741807780.440465,178,0.8514000177383423
1741807817.6105618,180,0.859000027179718
1741808349.985195,181,0.8633000254631042
1741808387.784854,183,0.8496999740600586
1741808425.1860578,185,0.8269000053405762
1741808957.0009885,186,0.8474000096321106
1741808975.8698885,187,0.8169000148773193
1741808994.8736374,188,0.8338000178337097
1741809034.0849087,190,0.8295000195503235
1741809566.552386,191,0.8327999711036682
1741810214.3155138,198,0.8029999732971191
1741810784.879085,202,0.7971000075340271
1741811328.4622395,206,0.7986999750137329
1741811347.7258542,207,0.7871999740600586
1741811366.9691017,208,0.7675999999046326
1741811913.3209035,212,0.7487999796867371
1741811970.3500917,215,0.7523999810218811
1741812519.3327646,218,0.7378000020980835
1741812538.214224,219,0.7041000127792358
1741813062.1985643,222,0.728600025177002
1741813081.111044,223,0.7461000084877014
1741813119.248003,225,0.7196000218391418
1741813620.644452,226,0.7421000003814697
1741813640.450565,227,0.7200000286102295
1741813677.7620492,229,0.6955000162124634
1741813697.1142423,230,0.71670001745224
1741814187.3135755,232,0.7639999985694885
1741814206.4433348,233,0.6912000179290771
1741814225.935356,234,0.6758999824523926
1741814756.0775309,237,0.7053999900817871
1741814813.6147456,240,0.7031000256538391
1741815391.7017221,245,0.6851999759674072
1741815881.1544783,247,0.6765999794006348
1741815919.2921329,249,0.6991000175476074
1741815938.8445091,250,0.6395000219345093
1741816472.5087695,255,0.6736000180244446
1741816994.6226094,258,0.6521000266075134
1741817013.825912,259,0.6682999730110168
1741817032.8595831,260,0.6567000150680542
1741817541.0964797,261,0.6273000240325928
1741817578.7550733,263,0.6607000231742859
1741818126.3573945,267,0.6093999743461609
1741818165.7521567,269,0.6209999918937683
1741818602.826571,271,0.6093999743461609
1741818640.769273,273,0.621999979019165
1741819196.6784885,278,0.6043999791145325
1741819235.8013034,280,0.6322000026702881
1741819757.8053644,284,0.5730000138282776
1741820278.326983,289,0.6033999919891357
1741820752.6308467,291,0.5914999842643738
1741820771.2309499,292,0.5997999906539917
1741820829.3317595,295,0.5889000296592712
1741821307.5692253,297,0.5918999910354614
1741821326.505019,298,0.5971999764442444
1741821345.632836,299,0.5978000164031982
1741821875.2279003,301,0.5911999940872192
1741821894.4230595,302,0.5875999927520752
1741821913.8682537,303,0.5809000134468079
1741822484.74337,307,0.583299994468689
1741822504.4670155,308,0.5918999910354614
1741822543.0931888,310,0.6007999777793884
1741823035.1431432,313,0.5709999799728394
1741823563.0516863,317,0.5835999846458435
1741823582.2914286,318,0.5835999846458435
1741823602.0288146,319,0.5759999752044678
1741823621.0192764,320,0.59579998254776
1741824101.302361,322,0.5947999954223633
1741824158.295489,325,0.5404999852180481
1741824647.2756255,326,0.5151000022888184
1741824666.7196922,327,0.5859000086784363
1741824725.3194516,330,0.5365999937057495
1741825211.1405866,331,0.5782999992370605
1741825249.6475759,333,0.5306000113487244
1741825777.4859095,339,0.5852000117301941
1741826290.6764798,341,0.5845999717712402
1741826349.5496767,344,0.5249999761581421
1741826369.3395443,345,0.5782999992370605
1741826800.8671098,347,0.5353000164031982
1741826820.3553057,348,0.539900004863739
1741827319.2155387,353,0.5713000297546387
1741827339.2871547,354,0.5435000061988831
1741827840.2873464,356,0.5558000206947327
1741827878.9498003,358,0.5404999852180481
1741827898.3688133,359,0.5444999933242798
1741827918.1583169,360,0.5292999744415283
1741828417.9127336,363,0.5236999988555908
1741828437.5919132,364,0.551800012588501
1741828941.637626,367,0.5220000147819519
1741828961.4852736,368,0.498199999332428
1741829000.958623,370,0.5439000129699707
1741829465.1444583,371,0.5189999938011169
1741829503.7588646,373,0.5551000237464905
1741830027.67209,377,0.5160999894142151
1741830047.0829165,378,0.5580999851226807
1741830067.5585525,379,0.5270000100135803
1741830531.7161102,381,0.555400013923645
1741830550.7442915,382,0.545199990272522
1741830609.6172798,385,0.5151000022888184
1741831036.8021002,386,0.4945000112056732
1741831056.861599,387,0.531000018119812
1741831076.1798244,388,0.542900025844574
1741831115.3975866,390,0.5242999792098999
1741831556.2288954,391,0.48820000886917114
1741831575.687972,392,0.5123999714851379
1741831595.0749333,393,0.49950000643730164
1741832624.163585,402,0.5206999778747559
1741832643.1167097,403,0.5253000259399414
1741832682.0934834,405,0.5030999779701233
1741833139.7889524,408,0.5335999727249146
1741833685.3304539,415,0.5299999713897705
1741834107.8412406,416,0.5077999830245972
1741834186.301288,420,0.4514999985694885
1741834604.2418237,421,0.4991999864578247
1741834623.3139832,422,0.48559999465942383
1741834662.2518427,424,0.47999998927116394
1741835072.1267338,426,0.5260000228881836
1741835150.7137427,430,0.483599990606308
1741836009.4546409,439,0.4952000081539154
1741836029.1353412,440,0.49950000643730164
1741836425.5182688,441,0.421099990606308
1741836444.5943549,442,0.43959999084472656
1741836483.4056752,444,0.48100000619888306
1741836502.9969754,445,0.5273000001907349
1741836870.4238524,448,0.4666999876499176
1741837247.320919,451,0.48030000925064087
1741837702.90318,458,0.4819999933242798
1741837722.2163913,459,0.4375999867916107
1741837741.673757,460,0.43959999084472656
1741838114.5693135,461,0.4124000072479248
1741838152.835902,463,0.43070000410079956
1741838172.5463917,464,0.4984999895095825
1741838192.0319772,465,0.4684000015258789
